genename	refseq
RALGAPB	NM_001282917
PEX14	NM_004565
AFG1L	NM_145315
AFG1L	NM_001323005
CPOX	NM_000097
SLC32A1	NM_080552
CCNG2	NM_004354
ACTR1A	NM_005736
ADAM2	NM_001278113
ADAM2	NM_001464
ADAM2	NM_001278114
BECN1	NM_003766
TECPR1	NM_015395
APOL2	NM_030882
ACTR5	NM_024855
ADAM9	NM_003816
GSDMD	NM_001166237
BECN1	NM_001313999
BECN1	NM_001313998
APOL2	NM_145637
KDM2A	NM_012308
BECN1	NM_001314000
GSDMD	NM_024736
EFCAB8	NM_001143967
FCHSD1	NM_033449
GREB1	NM_014668
ADAM32	NM_001313994
UBE3D	NM_001304437
UBE3D	NM_001350603
UBE3D	NM_198920
UBE3D	NM_001350604
UBE3D	NM_001350602
GREB1	NM_148903
FAM107A	NM_001076778
ADAM32	NM_145004
GREB1	NM_033090
PYCR3	NM_023078
FAM107A	NM_007177
KDM2A	NM_001256405
INO80E	NM_001304562
PYCR3	NM_001329866
RABGAP1	NM_012197
STK26	NM_016542
OR12D1	NM_001348208
PRMT9	NM_001350143
PRMT9	NM_001350144
PRMT9	NM_001350141
PRMT9	NM_001304458
PRMT9	NM_138364
PRMT9	NM_001350142
STK26	NM_001042453
SEC14L6	NM_001193336
STK26	NM_001042452
SEC14L6	NM_001353443
SEC14L6	NM_001353441
EEF1D	NM_001195203
LHFPL7	NM_001388199
EEF1D	NM_032378
EEF1D	NM_001130053
EEF1D	NM_001317743
EEF1D	NM_001130056
EEF1D	NM_001330646
THAP5	NM_001130475
THAP5	NM_001287601
THAP5	NM_001287599
EEF1D	NM_001289950
EEF1D	NM_001960
LHFPL7	NM_001001663
RAP2C	NM_001271187
FAM107A	NM_001282714
INO80E	NM_173618
CNTD1	NM_173478
INO80E	NM_001304563
FAM107A	NM_001282713
THAP5	NM_001287598
THAP5	NM_182529
RAP2C	NM_021183
PPIC	NM_000943
SLN	NM_003063
RAP2C	NM_001271186
PLAU	NM_001145031
PLAU	NM_001319191
CNTD1	NM_001330222
PLAU	NM_002658
CNBD2	NM_001365709
CNBD2	NM_080834
KIAA1671	NM_001145206
KIAA1671	NM_001386930
KIAA1671	NM_001386933
KIAA1671	NM_001386932
CNBD2	NM_001304367
ZNF717	NM_001290210
ZNF717	NM_001324026
ZNF717	NM_001324028
ZNF717	NM_001324027
ZNF717	NM_001290208
ZNF717	NM_001128223
TTC33	NM_012382
ZNF717	NM_001290209
EEF1D	NM_001130057
EEF1D	NM_001130055
NAP1L5	NM_153757
CNBD2	NM_001207076
KIAA1671	NM_001386935
KIAA1671	NM_001386934
MAPK15	NM_139021
GEN1	NM_182625
FAM83H	NM_198488
PDGFD	NM_025208
ZNF624	NM_020787
PDGFD	NM_033135
TMEM243	NM_024315
GEN1	NM_001130009
GFUS	NM_001413413
GFUS	NM_001317783
ANKRD1	NM_014391
TMEM243	NM_001329473
TMEM243	NM_001329474
TMEM243	NM_001329475
TMEM243	NM_001329472
GFUS	NM_001413410
GFUS	NM_001413408
GFUS	NM_001413412
GFUS	NM_003313
ANKRD50	NM_020337
ANKRD50	NM_001167882
CRYBB3	NM_004076
NAPRT	NM_001286829
SPSB1	NM_025106
BTNL9	NM_001308245
NAPRT	NM_001363146
NAPRT	NM_001363145
NAPRT	NM_145201
SPNS3	NM_182538
SPNS3	NM_001320449
CCDC166	NM_001162914
PLP1	NM_001128834
BTNL9	NM_152547
PLP1	NM_000533
PLP1	NM_001305004
PDCD2	NM_002598
POMZP3	NM_152992
PLP1	NM_199478
POMZP3	NM_012230
VSNL1	NM_001366804
VSNL1	NM_003385
VSNL1	NM_001366805
VSNL1	NM_001366806
CRYBB2	NM_000496
APBA1	NM_001163
ZNF707	NM_001288806
ZNF707	NM_001100598
ZNF707	NM_001288807
ZNF707	NM_001100599
VSNL1	NM_001366803
UPK3B	NM_182684
UPK3B	NM_030570
PDCD2	NM_001199462
UPK3B	NM_182683
ZNF707	NM_173831
ATF4	NM_182810
SPDYE16	NM_001394943
ZNF707	NM_001288809
ZNF707	NM_001288808
SPDYE16	NM_001351597
ZNF707	NM_001288805
ATF4	NM_001675
IQANK1	NM_001381875
CUL5	NM_003478
TIGD5	NM_032862
ZNF623	NM_001261843
ZNF623	NM_001082480
DTX2	NM_020892
DTX2	NM_001102594
DTX2	NM_001102595
DTX2	NM_001102596
ZNF623	NM_014789
MROH6	NM_001100878
LSM5	NM_012322
PDCD2	NM_001363655
PDCD2	NM_144781
PDCD2	NM_001199464
SCRIB	NM_015356
LSM5	NM_001130710
SCRIB	NM_182706
PDCD2	NM_001199463
STRBP	NM_001376109
STRBP	NM_018387
STRBP	NM_001376106
STRBP	NM_001376107
PDCD2	NM_001199461
LSM5	NM_001139499
STRBP	NM_001171137
SLC2A5	NM_001328619
SLC2A5	NM_001328621
SLC2A5	NM_001328620
SLC2A5	NM_003039
DOC2A	NM_001282062
DOC2A	NM_003586
BAG2	NM_004282
SLC2A5	NM_001135585
COL20A1	NM_020882
WNK4	NM_032387
WNK4	NM_001321299
DOC2A	NM_001282063
CSF2RB	NM_001410827
CSF2RB	NM_000395
PRAC2	NM_001282275
DOC2A	NM_001282068
PRAC2	NM_001282276
EPHA3	NM_005233
AP1S1	NM_001283
EPHA3	NM_182644
FXN	NM_000144
WFDC10B	NM_172006
FXN	NM_181425
NMNAT1	NM_001297779
PPARGC1B	NM_001172698
GRK3	NM_005160
GRK3	NM_001362778
WFDC10B	NM_172131
JADE1	NM_024900
NMNAT1	NM_001297778
NMNAT1	NM_022787
PPARGC1B	NM_133263
PPARGC1B	NM_001172699
LDAH	NM_021925
LDAH	NM_001282720
JADE1	NM_001287437
IMPG2	NM_016247
JADE1	NM_001287439
JADE1	NM_001287440
CCDC27	NM_152492
DLGAP2	NM_001346810
LDAH	NM_001282722
LDAH	NM_001282721
JADE1	NM_001287441
CLN8	NM_018941
NDFIP1	NM_030571
LDAH	NM_001282723
LDAH	NM_001282724
LDAH	NM_001282719
JADE1	NM_199320
JADE1	NM_001287443
C20orf202	NM_001394958
PLOD3	NM_001084
JADE1	NM_001287442
ARHGAP40	NM_001164431
PPP2R1B	NM_181699
PPP2R1B	NM_181700
DMKN	NM_001035516
MATN3	NM_002381
WFDC8	NM_181510
PPP2R1B	NM_002716
WFDC8	NM_130896
PPP2R1B	NM_001177562
DISP3	NM_020780
PPP2R1B	NM_001177563
DMC1	NM_007068
DMC1	NM_001363017
DMC1	NM_001278208
PPP4C	NM_001303503
PPP4C	NM_001303506
PPP4C	NM_002720
PPP4C	NM_001303507
LUC7L3	NM_016424
HS1BP3	NM_022460
PPP4C	NM_001303504
L3MBTL3	NM_032438
L3MBTL3	NM_001007102
L3MBTL3	NM_001346551
L3MBTL3	NM_001346550
OLIG3	NM_175747
LUC7L3	NM_001330330
LUC7L3	NM_006107
YPEL3	NM_031477
ATAD2B	NM_001242338
ATAD2B	NM_017552
ATAD2B	NM_001354107
YPEL3	NM_001145524
TBC1D23	NM_018309
RAB23	NM_001278668
RAB23	NM_183227
TBC1D23	NM_001199198
RAB23	NM_001278666
RAB23	NM_001278667
RAB23	NM_016277
OR2A5	NM_012365
WASHC2A	NM_001291398
OR2A25	NM_001386096
OR2A25	NM_001004488
OR2A12	NM_001004135
OR2A2	NM_001005480
OR2A14	NM_001001659
WASHC2A	NM_001330102
CTAGE4	NM_198495
GDPD3	NM_024307
ARHGEF35	NM_001368318
ARHGEF35	NM_001003702
OR2A42	NM_001001802
ST13	NM_001278589
ST13	NM_003932
OR2A7	NM_001005328
CTAGE8	NM_001278507
OR2A1	NM_001005287
WASHC2A	NM_001005751
ARHGEF5	NM_005435
TOMM70	NM_014820
NOBOX	NM_001080413
LATS1	NM_001350392
LATS1	NM_004690
LATS1	NM_001350340
LATS1	NM_001350339
SRBD1	NM_018079
TMEM51	NM_001136216
ZNF365	NM_199450
LATS1	NM_001270519
TMEM51	NM_018022
SELENOO	NM_031454
TMEM51	NM_001319665
ZNF365	NM_014951
TMEM51	NM_001136218
TMEM51	NM_001136217
XAF1	NM_001353137
XAF1	NM_199139
XAF1	NM_001353140
RGS17	NM_012419
XAF1	NM_001353135
XAF1	NM_001353136
XAF1	NM_001353134
XAF1	NM_001353138
XAF1	NM_017523
XAF1	NM_001353139
SLC12A2	NM_001046
DACT2	NM_001286351
TMPRSS5	NM_030770
DACT2	NM_214462
DACT2	NM_001286350
SLC12A2	NM_001256461
SCUBE1	NM_173050
PLPP4	NM_001030059
PLPP4	NM_001318166
PLPP4	NM_001318167
CHD8	NM_020920
SLC35F1	NM_001029858
TMPRSS5	NM_001288750
PRAC1	NM_032391
CAPN13	NM_144575
TMPRSS5	NM_001288752
UBTD2	NM_152277
CHD8	NM_001170629
TMPRSS5	NM_001288749
SKIDA1	NM_207371
NPS	NM_001030013
TMPRSS5	NM_001288751
CNTNAP2	NM_014141
CASC3	NM_007359
SCARF2	NM_182895
SCARF2	NM_153334
NEDD4L	NM_001144967
ELMOD1	NM_001308018
OR11H1	NM_001005239
MAGEA3	NM_005362
NEDD4L	NM_001243960
ELMOD1	NM_018712
MAGEA2B	NM_001282502
MAGEA2B	NM_001282501
MAGEA2B	NM_175743
MAGEA2B	NM_005361
MAGEA2B	NM_001282505
MAGEA2B	NM_001282504
ELMOD1	NM_001130037
MAGEA2B	NM_175742
MAGEA2B	NM_001386130
OLAH	NM_001039702
NEDD4L	NM_015277
CSAG1	NM_001102576
OLAH	NM_018324
CSAG1	NM_153478
TJP2	NM_001170414
TJP2	NM_201629
MAGEA12	NM_001166387
MAGEA12	NM_005367
MAGEA12	NM_001166386
TJP2	NM_001369870
TJP2	NM_001369871
TJP2	NM_004817
TJP2	NM_001369872
TJP2	NM_001369873
ALDH4A1	NM_170726
CETN2	NM_004344
NSDHL	NM_001129765
NSDHL	NM_015922
BAG3	NM_004281
NR1D1	NM_021724
ALDH4A1	NM_003748
RAB2B	NM_032846
RAB2B	NM_001163380
PNMA5	NM_052926
PNMA5	NM_001184924
ALDH4A1	NM_001161504
PNMA5	NM_001103150
PNMA5	NM_001103151
MAGEA6	NM_005363
MAGEA6	NM_175868
PQBP1	NM_144495
ALDH4A1	NM_001319218
PQBP1	NM_001032383
PQBP1	NM_001032382
TJP2	NM_001170415
NEDD4L	NM_001144964
NEDD4L	NM_001144965
ZNF185	NM_001395254
TJP2	NM_001369874
PQBP1	NM_001032381
PQBP1	NM_001167989
PQBP1	NM_001167990
PQBP1	NM_001167992
ZNF185	NM_001388432
ZNF185	NM_001178108
ZNF185	NM_001178107
ZNF185	NM_001178109
TJP2	NM_001170416
PQBP1	NM_005710
PQBP1	NM_001032384
ZNF185	NM_007150
TJP2	NM_001369875
ZNF185	NM_001178110
ZNF185	NM_001178106
NEDD4L	NM_001144971
TIMM17B	NM_001395497
ZNF185	NM_001178113
TIMM17B	NM_005834
TIMM17B	NM_001167947
NEDD4L	NM_001144968
TIMM17B	NM_001395498
ZNF185	NM_001178115
NEDD4L	NM_001144969
GNPDA1	NM_005471
SLC35A2	NM_005660
NEDD4L	NM_001144970
SLC35A2	NM_001282647
MAPK3	NM_002746
SLC35A2	NM_001042498
SLC35A2	NM_001032289
PRKG1	NM_001098512
SLC35A2	NM_001282648
SLC35A2	NM_001282649
SLC35A2	NM_001282650
PRKG1	NM_006258
SLC35A2	NM_001282651
MAPK3	NM_001109891
PRKG1	NM_001374782
NEDD4L	NM_001144966
PIM2	NM_006875
OTUD5	NM_001136157
PRKG1	NM_001374781
OTUD5	NM_001136158
OTUD5	NM_017602
OTUD5	NM_001136159
MAPK3	NM_001040056
KCND1	NM_004979
ASAH1	NM_177924
UTP6	NM_018428
BOLA2B	NM_001039182
BOLA2B	NM_001320607
FBXO30	NM_001348092
FBXO30	NM_032145
SAP30L	NM_024632
RER1	NM_007033
SAP30L	NM_001131062
SAP30L	NM_001131063
TBPL1	NM_001253676
TBPL1	NM_004865
TCF21	NM_003206
GRIPAP1	NM_020137
TCF21	NM_198392
SLC24A4	NM_153648
SLC12A6	NM_001365088
SLC24A4	NM_153646
SLC24A4	NM_001378620
AOC2	NM_009590
SLC24A4	NM_153647
AOC2	NM_001158
GSTA3	NM_001363542
EGFL7	NM_016215
SLC12A6	NM_005135
UBE2NL	NM_001012989
SENP7	NM_020654
GSTA3	NM_000847
EGFL7	NM_201446
SLC12A6	NM_001042497
SLC12A6	NM_133647
TCAP	NM_003673
DIPK1B	NM_152421
SENP7	NM_001282803
POTEC	NM_001137671
SENP7	NM_001077203
CD2BP2	NM_006110
SLC12A6	NM_001042494
SENP7	NM_001282801
CD2BP2	NM_001243646
VCL	NM_014000
GSTA4	NM_001512
VCL	NM_003373
ANKRD40	NM_052855
SENP7	NM_001282802
SLC12A6	NM_001042495
GCM1	NM_003643
LCN10	NM_001001712
SLC12A6	NM_001042496
TBC1D10B	NM_015527
LCN10	NM_001368090
OR2B6	NM_012367
ASAH1	NM_004315
LCN10	NM_001368089
GPR139	NM_001002911
GPR139	NM_001318483
ABI3	NM_016428
ABI3	NM_001135186
ANKRD30B	NM_001367607
WFIKKN2	NM_001330341
ASAH1	NM_001363743
WFIKKN2	NM_175575
CD36	NM_001371075
CD36	NM_001001547
CD36	NM_001371074
DSCAML1	NM_020693
SLX1A	NM_001015000
SLX1A	NM_001014999
CD36	NM_001371081
CD36	NM_001289911
CD36	NM_001371080
SUFU	NM_016169
SUFU	NM_001178133
LCN6	NM_198946
NRG2	NM_004883
CD36	NM_001371078
CD36	NM_000072
CD36	NM_001371079
TXNDC2	NM_032243
UNC93A	NM_018974
NRG2	NM_013982
PSMA3	NM_002788
UNC93A	NM_001143947
CMSS1	NM_032359
TXNDC2	NM_001098529
UBE2Z	NM_023079
CD36	NM_001371077
CD36	NM_001001548
TFE3	NM_001282142
TFE3	NM_006521
TTLL2	NM_031949
CMSS1	NM_001167924
PRAF2	NM_007213
LCN15	NM_203347
NRG2	NM_013981
HTR1B	NM_000863
NRG2	NM_013983
PPP1R3G	NM_001145115
PSMA3	NM_152132
PTPN13	NM_006264
WDR45	NM_001029896
TMEM141	NM_032928
CD36	NM_001289908
CD36	NM_001127443
CD36	NM_001127444
CD36	NM_001289909
SLC28A2	NM_004212
WDR45	NM_007075
PTPN13	NM_080684
NRG2	NM_001184935
PTPN13	NM_080683
COA3	NM_001040431
FAM200C	NM_022090
ARHGEF17	NM_014786
FAM200C	NM_001303251
VAPA	NM_194434
NIT2	NM_020202
PTPN13	NM_080685
VAPA	NM_003574
SULT1A4	NM_001017390
ASAH1	NM_001127505
CCDC183	NM_001039374
GPKOW	NM_015698
MAGIX	NM_001395401
MAGIX	NM_024859
MAGIX	NM_001099681
MAGIX	NM_001099682
GNGT2	NM_001198756
CCDC120	NM_001271836
GNGT2	NM_001198755
GNGT2	NM_031498
CCDC120	NM_001271835
CCDC120	NM_033626
CCDC120	NM_001163321
CCDC120	NM_001163323
CCDC120	NM_001163322
LTBP1	NM_206943
LTBP1	NM_001394905
GNGT2	NM_001198754
LTBP1	NM_001166265
LTBP1	NM_001394920
LTBP1	NM_001394926
LTBP1	NM_001394923
LTBP1	NM_001394913
LTBP1	NM_001394916
LTBP1	NM_000627
LTBP1	NM_001394912
LTBP1	NM_001394908
LTBP1	NM_001394909
LTBP1	NM_001394906
LTBP1	NM_001394911
LTBP1	NM_001394914
LTBP1	NM_001394907
LRRN3	NM_001099658
GLRA3	NM_006529
LRRN3	NM_018334
GLRA3	NM_001042543
GATM	NM_001321015
GATM	NM_001482
LRRN3	NM_001099660
LTBP1	NM_001166264
LTBP1	NM_001394918
LTBP1	NM_001394917
LTBP1	NM_001394910
LTBP1	NM_001394919
LTBP1	NM_001394915
LTBP1	NM_001166266
LTBP1	NM_001394925
LTBP1	NM_001394924
LTBP1	NM_001394927
LTBP1	NM_001394921
GNG11	NM_004126
TTPA	NM_000370
GAB4	NM_001366857
GAB4	NM_001037814
KIF20A	NM_005733
RABL6	NM_001173989
UVRAG	NM_001386671
UVRAG	NM_003369
UVRAG	NM_001386672
UVRAG	NM_001386673
UVRAG	NM_001386674
CAPN14	NM_001321270
CAPN14	NM_001145122
YTHDF3	NM_001277816
SPATA5L1	NM_024063
YTHDF3	NM_001277815
YTHDF3	NM_001277817
RABL6	NM_024718
SPATA5L1	NM_001323640
GDF7	NM_182828
TMED7-TICAM2	NM_001164468
RABL6	NM_001173988
TMED7-TICAM2	NM_001164469
TTC28	NM_001393403
TTC28	NM_001145418
NONO	NM_001145410
TTC28	NM_001393405
TTC28	NM_001393404
FAM174A	NM_198507
MYOM2	NM_003970
NONO	NM_001145408
MYBPC1	NM_001254722
SMCO4	NM_020179
SLC30A4	NM_013309
PHPT1	NM_001287343
PHPT1	NM_001135861
YTHDF3	NM_152758
C4A	NM_001352000
NONO	NM_001145409
NONO	NM_007363
KBTBD11	NM_014867
FBXO8	NM_012180
BPIFC	NM_174932
COMMD10	NM_016144
SEMA3C	NM_006379
SEMA3C	NM_001350121
COMMD10	NM_001308080
SEMA3C	NM_001350120
PHPT1	NM_001287342
PHPT1	NM_014172
YTHDF3	NM_001277813
ARHGEF10	NM_014629
ARHGEF10	NM_001308152
ARHGEF10	NM_001308153
YTHDF3	NM_001277818
YTHDF3	NM_001277814
CENPP	NM_001286969
CENPP	NM_001012267
CENPP	NM_001286971
TASL	NM_025159
TNFAIP8	NM_001077654
TNFAIP8	NM_001286817
TNFAIP8	NM_001286815
ARID4A	NM_023001
ECM2	NM_001197296
TNFAIP8	NM_001286814
ECM2	NM_001197295
ECM2	NM_001393
TNFAIP8	NM_014350
ARID4A	NM_002892
ARID4A	NM_023000
OMD	NM_005014
TNFAIP8	NM_001286813
IARS1	NM_001378573
IARS1	NM_001378583
IARS1	NM_001374301
IARS1	NM_001378582
IARS1	NM_001378577
IARS1	NM_001378585
IARS1	NM_001378586
IARS1	NM_002161
IARS1	NM_001378572
IARS1	NM_001378571
IARS1	NM_013417
IARS1	NM_001378569
XDH	NM_000379
MYBPC1	NM_001254718
TMEM168	NM_022484
PI15	NM_001324403
PI15	NM_015886
KCTD17	NM_024681
IARS1	NM_001378574
IARS1	NM_001378576
IARS1	NM_001378575
KCTD17	NM_001282684
TMEM168	NM_001287497
KCTD17	NM_001282686
TOMM20L	NM_207377
KCTD17	NM_001282685
PCYT1B	NM_004845
PCYT1B	NM_001163264
GDAP1	NM_001362932
GDAP1	NM_001362929
GDAP1	NM_001362930
IARS1	NM_001378584
IARS1	NM_001374299
IARS1	NM_001374300
PCYT1B	NM_001163265
SH3RF1	NM_020870
ADM2	NM_001253845
MYBPC1	NM_001254723
MAMDC4	NM_206920
ADM2	NM_001369882
GDAP1	NM_018972
IARS1	NM_001378578
ABCC3	NM_001144070
TIMM9	NM_001304485
TIMM9	NM_012460
PIGT	NM_001184730
GDAP1	NM_001362931
BLOC1S6	NM_012388
TIMM9	NM_001304487
GDAP1	NM_001040875
TIMM9	NM_001304488
P4HA3	NM_182904
IARS1	NM_001378579
IARS1	NM_001378580
TIMM9	NM_001304491
TIMM9	NM_001304490
DHFR	NM_000791
P4HA3	NM_001288748
NRAP	NM_001322945
NRAP	NM_198060
TIMM9	NM_001304489
BLOC1S6	NM_001311255
BLOC1S6	NM_001311256
TIMM9	NM_001304486
PIEZO2	NM_001378183
DHFR	NM_001290357
NRAP	NM_006175
PRKCE	NM_005400
CBLB	NM_001321790
CBLB	NM_001321796
CBLB	NM_001321806
CBLB	NM_001321797
CBLB	NM_001321794
CBLB	NM_001321791
CBLB	NM_001321788
CBLB	NM_001321808
CBLB	NM_001321820
CBLB	NM_001321799
CBLB	NM_001321816
CBLB	NM_001321811
CBLB	NM_001321798
CBLB	NM_001321795
CBLB	NM_001321793
CBLB	NM_170662
CBLB	NM_001321822
CBLB	NM_001321807
CBLB	NM_001321786
CBLB	NM_001321789
CBLB	NM_001321813
NRAP	NM_001261463
DHFR	NM_001290354
EDF1	NM_001281297
EDF1	NM_001281298
EDF1	NM_001281299
EDF1	NM_003792
RIPOR2	NM_014722
NEFL	NM_006158
EDF1	NM_153200
RIPOR2	NM_001346031
RIPOR2	NM_001346032
TES	NM_015641
MYBPC1	NM_001404675
MYBPC1	NM_206819
PIEZO2	NM_022068
RIPOR2	NM_001286445
MYBPC1	NM_002465
RIPOR2	NM_015864
TES	NM_152829
MYBPC1	NM_001404680
MYBPC1	NM_206821
RIPOR2	NM_001286446
ZNF716	NM_001159279
RIPOR2	NM_001286447
MYBPC1	NM_001254719
SCX	NM_001080514
MYBPC1	NM_001404676
MYBPC1	NM_001404678
MYBPC1	NM_001254721
MYBPC1	NM_001254720
MASTL	NM_001320756
MASTL	NM_032844
MASTL	NM_001372029
MASTL	NM_001372030
MASTL	NM_001320757
MASTL	NM_001172303
MYBPC1	NM_206820
MIOX	NM_017584
MASTL	NM_001172304
LNP1	NM_001085451
SH3PXD2B	NM_001308175
ENTR1	NM_001039707
SH3PXD2B	NM_001017995
POLA1	NM_001330360
POLA1	NM_001378303
ENTR1	NM_006643
DCBLD1	NM_173674
POLA1	NM_016937
DCBLD1	NM_001366458
DCBLD1	NM_001366459
DCBLD1	NM_001366460
ENTR1	NM_001039708
GLG1	NM_012201
KCTD16	NM_020768
KCTD16	NM_001370487
KCTD16	NM_001370486
GLG1	NM_001145667
CLNS1A	NM_001293
CLNS1A	NM_001311200
GLG1	NM_001145666
CLNS1A	NM_001311201
DCLK2	NM_001410852
DCLK2	NM_001040260
INPP5E	NM_001318502
INPP5E	NM_019892
CLNS1A	NM_001311202
SQOR	NM_001271213
CLNS1A	NM_001311199
ANKRD26	NM_014915
HAND1	NM_004821
ARX	NM_139058
ANKRD26	NM_001256053
LHCGR	NM_000233
DCLK2	NM_001040261
SQOR	NM_021199
ABCC3	NM_003786
PHF3	NM_001370350
VPS13D	NM_015378
VPS13D	NM_018156
PHF3	NM_001290259
PHF3	NM_001370348
PHF3	NM_001370349
CDK17	NM_002595
CDK17	NM_001170464
PHF3	NM_001290260
PNPLA8	NM_001256009
C16orf95	NM_001195125
C16orf95	NM_001195124
C16orf95	NM_001256917
PHF3	NM_015153
FSD1L	NM_001145313
TSPYL1	NM_003309
FSD1L	NM_031919
FSD1L	NM_001287192
FSD1L	NM_001330739
FSD1L	NM_001287191
KCNG3	NM_133329
KCNG3	NM_172344
PNPLA8	NM_001256008
PNPLA8	NM_001256007
PNPLA8	NM_015723
PNPLA8	NM_001256011
PNPLA8	NM_001256010
TAL2	NM_005421
SIM1	NM_005068
SIM1	NM_001374769
SMARCA5	NM_003601
OR2J1	NM_001348294
DMKN	NM_001352328
DMKN	NM_001308380
ZMYND10	NM_015896
ZMYND10	NM_001308379
RBP7	NM_052960
PTTG1	NM_004219
GPR157	NM_024980
PTTG1	NM_001282383
STX3	NM_004177
PTTG1	NM_001282382
FEZF2	NM_018008
STX3	NM_001178040
ARMC10	NM_031905
ARMC10	NM_001161009
ARMC10	NM_001161010
ARMC10	NM_001161012
CDK20	NM_178432
MRTFB	NM_001365412
MRTFB	NM_001308142
MRTFB	NM_001365411
MRTFB	NM_001365413
ARMC10	NM_001161011
ARMC10	NM_001161013
GUCA1C	NM_001363884
NAPEPLD	NM_001386177
MRTFB	NM_001365417
NAPEPLD	NM_001386176
NAPEPLD	NM_001386179
NAPEPLD	NM_001386211
NAPEPLD	NM_001386182
NAPEPLD	NM_001386194
NAPEPLD	NM_001386190
NAPEPLD	NM_001386212
NAPEPLD	NM_001386204
NAPEPLD	NM_001386205
NAPEPLD	NM_001386210
NAPEPLD	NM_001386191
NAPEPLD	NM_198990
NAPEPLD	NM_001122838
NAPEPLD	NM_001386208
NAPEPLD	NM_001386207
NAPEPLD	NM_001386193
NAPEPLD	NM_001386185
NAPEPLD	NM_001386209
NAPEPLD	NM_001386213
MRTFB	NM_001365415
MRTFB	NM_001365416
GUCA1C	NM_005459
CDK20	NM_012119
IL3	NM_000588
CDK20	NM_001170640
MRTFB	NM_014048
MRTFB	NM_001365414
CDK20	NM_001170639
JHY	NM_199124
CDK20	NM_001039803
TSPAN5	NM_005723
JHY	NM_001363089
JHY	NM_024806
JHY	NM_001363087
JHY	NM_001363088
BLTP3B	NM_015054
ASB14	NM_001142733
NUP153	NM_005124
ASB14	NM_130387
NUP153	NM_001278210
CCDC178	NM_001105528
FDX1	NM_004109
NUP153	NM_001278209
EFEMP1	NM_001039349
CCDC178	NM_198995
GPR31	NM_005299
ZBTB40	NM_014870
ZBTB40	NM_001083621
EIF3CL	NM_001099661
EIF3CL	NM_001317856
ZBTB40	NM_001330398
CCDC178	NM_001371120
CCDC178	NM_001308126
CCDC178	NM_001371121
EIF3CL	NM_001317857
PON2	NM_001018161
ZNF469	NM_001367624
BLTP3B	NM_001006947
PON2	NM_000305
EFEMP1	NM_001039348
PPM1K	NM_152542
COL8A1	NM_001850
COL8A1	NM_020351
FARS2	NM_001374878
FARS2	NM_001318872
CMKLR1	NM_001142344
FARS2	NM_001374877
FARS2	NM_001374875
FARS2	NM_001374879
FARS2	NM_001375257
FARS2	NM_001374876
FARS2	NM_006567
FARS2	NM_001375258
FARS2	NM_001375260
FARS2	NM_001375259
CMKLR1	NM_004072
SLIT1	NM_003061
CMKLR1	NM_001142343
PRDM13	NM_021620
CMKLR1	NM_001142345
KATNAL2	NM_001353907
KATNAL2	NM_001353909
KATNAL2	NM_001353905
KATNAL2	NM_001353906
KATNAL2	NM_001353908
KATNAL2	NM_031303
KATNAL2	NM_001353899
KATNAL2	NM_001353900
KATNAL2	NM_001353901
KATNAL2	NM_001387690
DENND11	NM_001080392
KATNAL2	NM_001353902
KATNAL2	NM_001353904
KATNAL2	NM_001353903
SSBP1	NM_003143
SSBP1	NM_001256513
KATNAL2	NM_001367621
SSBP1	NM_001256511
SSBP1	NM_001256512
MC5R	NM_005913
SSBP1	NM_001256510
USP8	NM_001128610
AGK	NM_001364948
AGK	NM_018238
FNIP2	NM_020840
FNIP2	NM_001346043
FNIP2	NM_001366843
FNIP2	NM_001323916
AGTPBP1	NM_015239
USP8	NM_001283049
WEE2	NM_001105558
AGTPBP1	NM_001330701
AGTPBP1	NM_001286717
PIGT	NM_001184728
USP8	NM_005154
TRIM29	NM_012101
AGTPBP1	NM_001286715
NPY1R	NM_000909
MBD2	NM_003927
ALCAM	NM_001627
ALCAM	NM_001243281
FSHR	NM_000145
DMKN	NM_033317
ALCAM	NM_001243283
IZUMO3	NM_001365008
ALCAM	NM_001243280
FSHR	NM_181446
NET1	NM_001047160
IZUMO3	NM_001271706
MBD2	NM_015832
DMKN	NM_001308383
NET1	NM_005863
WASHC3	NM_016053
WASHC3	NM_001301107
CALML5	NM_017422
DTNBP1	NM_032122
KIAA1958	NM_133465
KIAA1958	NM_001287038
ARHGAP26	NM_001135608
DMKN	NM_001126059
KIAA1958	NM_001287036
CALML3	NM_005185
EHD3	NM_014600
ATXN7L3B	NM_001136262
ARHGAP26	NM_015071
ZFP37	NM_003408
ARHGAP26	NM_001349547
ZFP37	NM_001282518
ZFP37	NM_001282515
TMA16	NM_018352
USP50	NM_203494
DMKN	NM_001190347
ASB13	NM_024701
DMKN	NM_001126056
TRIM29	NM_001330382
DTNBP1	NM_183040
GNPTAB	NM_024312
DTNBP1	NM_001271669
DTNBP1	NM_001271667
DTNBP1	NM_001271668
DMKN	NM_001352329
DMKN	NM_001352330
KIAA0586	NM_001244189
POLI	NM_001351621
POLI	NM_001351610
POLI	NM_007195
POLI	NM_001351632
TFAP2D	NM_172238
POLI	NM_001351613
POLI	NM_001351616
NTMT1	NM_001286796
NTMT1	NM_014064
KIAA0586	NM_001244190
POLI	NM_001351615
POLI	NM_001351619
POLI	NM_001351620
POLI	NM_001351614
POLI	NM_001351618
POLI	NM_001351617
KIAA0586	NM_001244191
KIAA0586	NM_001364701
KIAA0586	NM_001329945
